train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,lr_abs,epoch,step,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.19690503180027008,0.001123857800848782,0.19690503180027008,9.0,9.000091e-06,0,9,,,
,,,,,0,12,0.18501701951026917,0.002822126029059291,0.18501701951026917
0.14730215072631836,0.0007182254339568317,0.14730215072631836,19.0,1.9000081e-05,1,19,,,
,,,,,1,25,0.143398255109787,0.0024872536305338144,0.143398255109787
0.05146849900484085,0.00017522566486150026,0.05146849900484085,29.0,2.9000071e-05,2,29,,,
,,,,,2,38,0.13322851061820984,0.010259737260639668,0.13322851061820984
0.3956376910209656,0.003925324883311987,0.3956376910209656,39.0,3.9000061e-05,3,39,,,
0.10228804498910904,0.0005528071196749806,0.10228804498910904,49.0,4.9000051000000005e-05,3,49,,,
,,,,,3,51,0.18400397896766663,0.01081370934844017,0.18400397896766663
0.023636817932128906,8.816603804007173e-05,0.023636817932128906,59.0,5.9000041e-05,4,59,,,
,,,,,4,64,0.11109628528356552,0.0010801354655995965,0.11109628528356552
0.10718735307455063,0.0003680958179756999,0.10718735307455063,69.0,6.900003100000001e-05,5,69,,,
,,,,,5,77,0.16104909777641296,0.0015659003984183073,0.16104909777641296
